CH, Rate, R403422c8, lb0_tmx_cbit, lb0_padrv_cbit, lb1_tmx_cbit, lb1_padrv_cbit, hb0_tmx_cbit, hb0_padrv_cbit, hb1_tmx_cbit, hb1_padrc_cbit
58,5 11,0xD43F599D,8,8,8,8,6,13,6,13
58,5 11,0xD53F5B66,8,8,8,8,6,13,6,13
58,5 11,0xD53F5B72,8,8,8,8,6,13,6,13
58,5 11,0xD53F5B80,8,8,8,8,6,13,6,13
58,5 11,0xD53F5B90,8,8,8,8,6,13,6,13
58,5 11,0xDE3F5D5F,8,8,8,8,6,13,6,13
58,5 11,0xDE3F5D6B,8,8,8,8,6,13,6,13
58,5 11,0xDE3F5D78,8,8,8,8,6,13,6,13
58,5 11,0xDE3F5D86,8,8,8,8,6,13,6,13
58,5 11,0xDF3F5F87,8,8,8,8,3,16,3,16
58,5 11,0xDF3F5F97,8,8,8,8,3,16,3,16
58,5 11,0xDF3F5FAA,8,8,8,8,3,16,3,16
58,5 11,0xDF3F5FBF,8,8,8,8,3,16,3,16
58,5 11,0xDF3F5FBF,8,8,8,8,3,16,3,16
58,5 11,0xDF3F5FBF,8,8,8,8,3,16,3,16
106,5 11,0xC23F5570,8,8,8,8,5,11,5,11
106,5 11,0xC23F557D,8,8,8,8,5,11,5,11
106,5 11,0xC23F558D,8,8,8,8,5,11,5,11
106,5 11,0xC23F559E,8,8,8,8,5,11,5,11
106,5 11,0xC33F5770,8,8,8,8,5,11,5,11
106,5 11,0xC33F577E,8,8,8,8,5,11,5,11
106,5 11,0xC33F578E,8,8,8,8,5,11,5,11
106,5 11,0xC33F579F,8,8,8,8,5,11,5,11
106,5 11,0xD43F596B,8,8,8,8,5,11,5,11
106,5 11,0xD43F5978,8,8,8,8,5,11,5,11
106,5 11,0xD43F5987,8,8,8,8,5,11,5,11
106,5 11,0xD43F5997,8,8,8,8,5,11,5,11
106,5 11,0xD53F5B66,8,8,8,8,5,11,5,11
106,5 11,0xD53F5B72,8,8,8,8,5,11,5,11
106,5 11,0xD53F5B80,8,8,8,8,5,11,5,11
106,5 11,0xD53F5B90,8,8,8,8,5,11,5,11
106,5 11,0xDE3F5D63,8,8,8,8,5,11,5,11
106,5 11,0xDE3F5D6F,8,8,8,8,5,11,5,11
106,5 11,0xDE3F5D7D,8,8,8,8,5,11,5,11
106,5 11,0xDE3F5D8C,8,8,8,8,5,11,5,11
106,5 11,0xDF3F5F88,8,8,8,8,0,14,0,14
106,5 11,0xDF3F5F99,8,8,8,8,0,14,0,14
106,5 11,0xDF3F5FAB,8,8,8,8,0,14,0,14
106,5 11,0xDF3F5FC0,8,8,8,8,0,14,0,14
106,5 11,0xDF3F5FC0,8,8,8,8,0,14,0,14
122,5 11,0xC13F5392,8,8,8,8,3,9,3,9
122,5 11,0xC23F5574,8,8,8,8,3,9,3,9
122,5 11,0xC23F5581,8,8,8,8,3,9,3,9
122,5 11,0xC23F5592,8,8,8,8,3,9,3,9
122,5 11,0xC23F55A4,8,8,8,8,3,9,3,9
122,5 11,0xC33F5774,8,8,8,8,3,9,3,9
122,5 11,0xC33F5782,8,8,8,8,3,9,3,9
122,5 11,0xC33F5792,8,8,8,8,3,9,3,9
122,5 11,0xC33F57A4,8,8,8,8,3,9,3,9
122,5 11,0xD43F596D,8,8,8,8,3,9,3,9
122,5 11,0xD43F597A,8,8,8,8,3,9,3,9
122,5 11,0xD43F5989,8,8,8,8,3,9,3,9
122,5 11,0xD43F599A,8,8,8,8,3,9,3,9
122,5 11,0xD53F5B66,8,8,8,8,3,9,3,9
122,5 11,0xD53F5B72,8,8,8,8,3,9,3,9
122,5 11,0xD53F5B80,8,8,8,8,3,9,3,9
122,5 11,0xD53F5B90,8,8,8,8,3,9,3,9
122,5 11,0xDE3F5D62,8,8,8,8,3,9,3,9
122,5 11,0xDE3F5D6E,8,8,8,8,3,9,3,9
122,5 11,0xDE3F5D7C,8,8,8,8,3,9,3,9
122,5 11,0xDE3F5D8B,8,8,8,8,3,9,3,9
122,5 11,0xDF3F5F88,8,8,8,8,0,12,0,12
122,5 11,0xDF3F5F98,8,8,8,8,0,12,0,12
122,5 11,0xDF3F5FAB,8,8,8,8,0,12,0,12
122,5 11,0xDF3F5FC0,8,8,8,8,0,12,0,12
138,5 11,0xC13F5392,8,8,8,8,2,8,2,8
138,5 11,0xC23F5574,8,8,8,8,2,8,2,8
138,5 11,0xC23F5581,8,8,8,8,2,8,2,8
138,5 11,0xC23F5592,8,8,8,8,2,8,2,8
138,5 11,0xC23F55A4,8,8,8,8,2,8,2,8
138,5 11,0xC33F5774,8,8,8,8,2,8,2,8
138,5 11,0xC33F5782,8,8,8,8,2,8,2,8
138,5 11,0xC33F5792,8,8,8,8,2,8,2,8
138,5 11,0xC33F57A4,8,8,8,8,2,8,2,8
138,5 11,0xD43F596D,8,8,8,8,2,8,2,8
138,5 11,0xD43F597B,8,8,8,8,2,8,2,8
138,5 11,0xD43F598A,8,8,8,8,2,8,2,8
138,5 11,0xD43F599B,8,8,8,8,2,8,2,8
138,5 11,0xD53F5B66,8,8,8,8,2,8,2,8
138,5 11,0xD53F5B72,8,8,8,8,2,8,2,8
138,5 11,0xD53F5B80,8,8,8,8,2,8,2,8
138,5 11,0xD53F5B90,8,8,8,8,2,8,2,8
138,5 11,0xDE3F5D64,8,8,8,8,2,8,2,8
138,5 11,0xDE3F5D70,8,8,8,8,2,8,2,8
138,5 11,0xDE3F5D7D,8,8,8,8,2,8,2,8
138,5 11,0xDE3F5D8D,8,8,8,8,2,8,2,8
138,5 11,0xDF3F5F85,8,8,8,8,0,12,0,12
138,5 11,0xDF3F5F96,8,8,8,8,0,12,0,12
138,5 11,0xDF3F5FA8,8,8,8,8,0,12,0,12
138,5 11,0xDF3F5FBC,8,8,8,8,0,12,0,12
155,5 11,0xC13F5392,8,8,8,8,1,7,1,7
155,5 11,0xC23F5574,8,8,8,8,1,7,1,7
155,5 11,0xC23F5581,8,8,8,8,1,7,1,7
155,5 11,0xC23F5592,8,8,8,8,1,7,1,7
155,5 11,0xC23F55A4,8,8,8,8,1,7,1,7
155,5 11,0xC33F5774,8,8,8,8,1,7,1,7
155,5 11,0xC33F5783,8,8,8,8,1,7,1,7
155,5 11,0xC33F5792,8,8,8,8,1,7,1,7
155,5 11,0xC33F57A4,8,8,8,8,1,7,1,7
155,5 11,0xD43F596D,8,8,8,8,1,7,1,7
155,5 11,0xD43F597A,8,8,8,8,1,7,1,7
155,5 11,0xD43F5989,8,8,8,8,1,7,1,7
155,5 11,0xD43F599A,8,8,8,8,1,7,1,7
155,5 11,0xD53F5B66,8,8,8,8,1,7,1,7
155,5 11,0xD53F5B72,8,8,8,8,1,7,1,7
155,5 11,0xD53F5B80,8,8,8,8,1,7,1,7
155,5 11,0xD53F5B90,8,8,8,8,1,7,1,7
155,5 11,0xDE3F5D65,8,8,8,8,1,7,1,7
155,5 11,0xDE3F5D71,8,8,8,8,1,7,1,7
155,5 11,0xDE3F5D7F,8,8,8,8,1,7,1,7
155,5 11,0xDE3F5D8F,8,8,8,8,1,7,1,7
155,5 11,0xDF3F5F8D,8,8,8,8,0,10,0,10
155,5 11,0xDF3F5F9F,8,8,8,8,0,10,0,10
155,5 11,0xDF3F5FB2,8,8,8,8,0,10,0,10
155,5 11,0xDF3F5FC8,8,8,8,8,0,10,0,10
